entry,year,tobacco_prod
VN,1991,36200
VN,1990,21827
VN,1989,23900
VN,1988,35560
VN,1987,33430
VN,1986,33400
VN,1985,38400
VN,1984,32970
VN,1983,24850
VN,1982,21200
VN,1981,20310
VN,1980,25530
VN,1979,15290
VN,1978,25160
VN,1977,17400
VN,1976,15570
VN,1975,11400
VN,1974,15e3
VN,1973,14e3
VN,1972,12400
VN,1971,15e3
VN,1970,14500
VN,1969,11800
VN,1968,11600
VN,1967,11900
VN,1966,11900
VN,1965,13200
VN,1964,11800
VN,1963,11e3
VN,1962,12e3
VN,1961,13800
YE,2016,24629
YE,2015,23393
YE,2014,23090
YE,2013,23089
YE,2012,23251
YE,2011,22138
YE,2010,23178
YE,2009,22577
YE,2008,22054
YE,2007,21412
YE,2006,20200
YE,2005,17694
YE,2004,17001
YE,2003,11861
YE,2002,11767
YE,2001,12122
YE,2000,11613
YE,1999,11081
YE,1998,11469
YE,1997,10229
YE,1996,8574
YE,1995,8069
YE,1994,7170
YE,1993,8221
YE,1992,8749
YE,1991,6975
YE,1990,6779
YE,1989,4396
YE,1988,6449
YE,1987,5312
YE,1986,5140
YE,1985,5104
YE,1984,4975
YE,1983,6397
YE,1982,7502
YE,1981,7075
YE,1980,7616
YE,1979,7134
YE,1978,5233
YE,1977,7714
YE,1976,7159
YE,1975,6270
YE,1974,6372
YE,1973,6422
YE,1972,6372
YE,1971,4372
YE,1970,3422
YE,1969,3422
YE,1968,3372
YE,1967,3372
YE,1966,3372
YE,1965,3260
YE,1964,3200
YE,1963,3200
YE,1962,3150
YE,1961,3150
ZM,2016,124642
ZM,2015,118551
ZM,2014,112459
ZM,2013,106368
ZM,2012,102897
ZM,2011,96212
ZM,2010,92419
ZM,2009,92093
ZM,2008,94756
ZM,2007,34547
ZM,2006,48e3
ZM,2005,58211
ZM,2004,37311
ZM,2003,20035
ZM,2002,13982
ZM,2001,11616
ZM,2000,9533
ZM,1999,8599
ZM,1998,3053
ZM,1997,3026
ZM,1996,3842
ZM,1995,3800
ZM,1994,6098
ZM,1993,6652
ZM,1992,2308
ZM,1991,5500
ZM,1990,4400
ZM,1989,3600
ZM,1988,4350
ZM,1987,3551
ZM,1986,3899
ZM,1985,2673
ZM,1984,3121
ZM,1983,2874
ZM,1982,2573
ZM,1981,2984
ZM,1980,4681
ZM,1979,4971
ZM,1978,3964
ZM,1977,5900
ZM,1976,6474
ZM,1975,6978
ZM,1974,6631
ZM,1973,6693
ZM,1972,5917
ZM,1971,6297
ZM,1970,5050
ZM,1969,5338
ZM,1968,6679
ZM,1967,5353
ZM,1966,7367
ZM,1965,9119
ZM,1964,11784
ZM,1963,8020
ZM,1962,7941
ZM,1961,7273
ZW,2016,172266
ZW,2015,171083
ZW,2014,184003
ZW,2013,147068
ZW,2012,139179
ZW,2011,125056
ZW,2010,109737
ZW,2009,124226
ZW,2008,109559
ZW,2007,104303
ZW,2006,44451
ZW,2005,83230
ZW,2004,78312
ZW,2003,93514
ZW,2002,113635
ZW,2001,159853
ZW,2000,190242
ZW,1999,175282
ZW,1998,197222
ZW,1997,171191
ZW,1996,177884
ZW,1995,178652
ZW,1994,177039
ZW,1993,204790
ZW,1992,211394
ZW,1991,178595
ZW,1990,130394
ZW,1989,130361
ZW,1988,114736
ZW,1987,121320
ZW,1986,116456
ZW,1985,107957
ZW,1984,124872
ZW,1983,98956
ZW,1982,90602
ZW,1981,71812
ZW,1980,125038
ZW,1979,114464
ZW,1978,85117
ZW,1977,85072
ZW,1976,112715
ZW,1975,86695
ZW,1974,75418
ZW,1973,73818
ZW,1972,66224
ZW,1971,65181
ZW,1970,54518
ZW,1969,112107
ZW,1968,54077
ZW,1967,84312
ZW,1966,112871
ZW,1965,113936
ZW,1964,148038
ZW,1963,82523
ZW,1962,97944
ZW,1961,99890
